Numero AMM;Nom du produit;Biocontrole;Culture;CatÈgorie IFT;CatÈgorie de produit;Dose;Unite;Annee;Fich_initial;Date_Retrait
2130059;CORDOBA;0;Orge;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2130059;LAMBDATINE;0;Lin;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2130059;KARAKAS;0;BlÈ;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2130059;KARAKAS;0;MaÔs;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.15;L/HA;2015;oui;NA
2130059;KARAKAS;0;Moha;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.15;L/HA;2015;oui;NA
2130060;LIFE SCIENTIFIC METCONAZOLE 60;0;Triticale;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2130060;LIFE SCIENTIFIC METCONAZOLE 60;0;Seigle;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2130060;LIFE SCIENTIFIC METCONAZOLE 60;0;TrÍfle;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130060;LIFE SCIENTIFIC METCONAZOLE 60;0;Vesce;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;METCOSTAR 60;0;Feverole;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;METCOSTAR 60;0;Triticale;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2130061;ARIOSTE;0;Luzerne;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;LIFE SCIENTIFIC METCONAZOLE;0;Lupin;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;LIFE SCIENTIFIC METCONAZOLE;0;Luzerne;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;LIFE SCIENTIFIC METCONAZOLE;0;Colza;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;LIFE SCIENTIFIC METCONAZOLE;0;Pois protÈagineux;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;LIFE SCIENTIFIC METCONAZOLE;0;Seigle;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2130061;LIFE SCIENTIFIC METCONAZOLE;0;Lin;HORS HERBICIDE;FONGICIDE;1.2;L/HA;2015;oui;NA
2130061;LIFE SCIENTIFIC METCONAZOLE;0;Triticale;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2130063;SHIVER;0;Moha;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2130063;SHIVER;0;Sorgho;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2130065;IKAWI;0;Epeautre;HERBICIDE;HERBICIDE;0.5;KG/HA;2015;oui;NA
2130065;IKAWI;0;Seigle;HERBICIDE;HERBICIDE;0.5;KG/HA;2015;oui;NA
2130065;IKAWI;0;BlÈ;HERBICIDE;HERBICIDE;0.5;KG/HA;2015;oui;NA
2130066;OCEAL;0;Moha;HERBICIDE;HERBICIDE;0.4;KG/HA;2015;oui;NA
2130066;OCEAL;0;Sorgho;HERBICIDE;HERBICIDE;0.4;KG/HA;2015;oui;NA
2130068;ARCHIVE;0;Orge;HERBICIDE;HERBICIDE;0.3;L/HA;2015;oui;NA
2130068;ARCHIVE;0;BlÈ;HERBICIDE;HERBICIDE;0.3;L/HA;2015;oui;NA
2130068;COMPIL;0;Orge;HERBICIDE;HERBICIDE;0.3;L/HA;2015;oui;NA
2130069;FLEXCARD;0;Seigle;HERBICIDE;HERBICIDE;0.375;L/HA;2015;oui;NA
2130069;MAMUT;0;BlÈ;HERBICIDE;HERBICIDE;0.375;L/HA;2015;oui;NA
2130069;AMADEO;0;BlÈ;HERBICIDE;HERBICIDE;0.375;L/HA;2015;oui;NA
2130069;AMADEO;0;Epeautre;HERBICIDE;HERBICIDE;0.375;L/HA;2015;oui;NA
2130075;METAREX INO;0;Colza;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130075;AFFUT TECH;0;Epeautre;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130075;AFFUT TECH;0;Lin;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130075;HELIMAX PRO;0;Triticale;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130075;HELIMAX PRO;0;Lin;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130078;CLOMATE 360 CS;0;Feverole;HERBICIDE;HERBICIDE;0.25;L/HA;2015;oui;NA
2130078;CLOMATE 360 CS;0;Soja;HERBICIDE;HERBICIDE;0.4;L/HA;2015;oui;NA
2130078;CLOMATE 360 CS;0;Pois protÈagineux;HERBICIDE;HERBICIDE;0.25;L/HA;2015;oui;NA
2130078;CLOMATE 360 CS;0;Lin;HERBICIDE;HERBICIDE;0.33;L/HA;2015;oui;NA
2130081;AGRILIMACE EVO;0;Lin;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130081;AGRILIMACE EVO;0;BlÈ;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130081;AGRILIMACE EVO;0;Soja;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130081;AGRILIMACE EVO;0;Colza;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130081;ALLOWIN QUATRO;0;Tournesol;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130081;ALLOWIN QUATRO;0;Lin;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130081;ALLOWIN QUATRO;0;BlÈ;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130081;ALLOWIN QUATRO;0;Soja;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2130082;CLARTEX NEO;0;Colza;HORS HERBICIDE;AUTRE;5;KG/HA;2015;oui;NA
2000324;SPLIT EXPERT;0;Vesce;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;SPLIT EXPERT;0;Orge;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;DECIS EXPERT;0;Moha;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2000324;DECIS EXPERT;0;Pois fourrager;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;DECIS EXPERT;0;TrÍfle;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;DECIS EXPERT;0;Vesce;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;DECIS EXPERT;0;Epeautre;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;DECIS EXPERT;0;Orge;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;PEARL EXPERT;0;Sorgho;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2000324;PEARL EXPERT;0;Feverole;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;PEARL EXPERT;0;Epeautre;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;PEARL EXPERT;0;Orge;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;PEARL EXPERT;0;Luzerne;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;PEARL EXPERT;0;Colza;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.05;L/HA;2015;oui;NA
2000324;KESHET;0;Sorgho;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2000324;KESHET;0;Seigle;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;KESHET;0;Feverole;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;KESHET;0;Pois fourrager;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;KESHET;0;Pois protÈagineux;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.063;L/HA;2015;oui;NA
2000324;KESHET;0;Colza;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.05;L/HA;2015;oui;NA
2000332;SOLARAM;0;Seigle;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
